dataset,model,status,query_id,spectrum_id,casmi_id,adduct,precursor_mz,collision_energy_used,true_candidate_id,candidate_pool_policy,candidate_count,predicted_spectrum_count,failed_prediction_count,nan_score_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_candidate_smiles,top1_tanimoto,formula_accuracy,score_name,elapsed_seconds
CASMI2022,massformer,completed,100,100,254,[M+H]+,329.231892370686,40,CASMI_MOL_1196888,full_query_candidate_set,6530,6530,0,0,99.0,False,False,False,0.010101010101010102,CCCCCCCC=CCCCCCC(=O)OCC(O)C(=O)O,0.3090909090909091,True,binned_cosine_1Da,384.7609202861786
CASMI2022,massformer,partial_prediction_failures,101,101,255,[M+H]+,265.106995360766,40,CASMI_MOL_1196890,full_query_candidate_set,7839,7835,4,4,3925.0,False,False,False,0.00025477707006369424,COc1cc(O)c(CC=C(C)CO)c2coc(O)c12,0.0958904109589041,True,binned_cosine_1Da,1183.3740377426147
CASMI2022,massformer,partial_prediction_failures,102,102,256,[M+H]+,403.232045400965,40,CASMI_MOL_1196891,full_query_candidate_set,4859,4858,1,1,1057.0,False,False,False,0.000946073793755913,C=C1C(=O)CC(OC(C)OCC)C1C(C=CCCCCC)Sc1ccccc1,0.11688311688311688,False,binned_cosine_1Da,313.88743257522583
CASMI2022,massformer,partial_prediction_failures,104,104,264,[M+H]+,249.078750610352,40,CASMI_MOL_1196893,full_query_candidate_set,8559,8558,1,1,897.0,False,False,False,0.0011148272017837235,CC(CS)CSc1ccc2ccccc2c1,0.0625,False,binned_cosine_1Da,490.34763622283936
CASMI2022,massformer,completed,105,105,268,[M+H]+,361.200375071837,40,CASMI_MOL_1196894,full_query_candidate_set,9237,9237,0,0,894.0,False,False,False,0.0011185682326621924,CCCCCCCCOc1cccc2c1C(=O)C(OC(=O)C(C)C)C2=O,0.07058823529411765,True,binned_cosine_1Da,649.8617322444916
CASMI2022,massformer,completed,106,106,269,[M+H]+,297.107910928399,40,CASMI_MOL_1196895,full_query_candidate_set,9491,9491,0,0,702.0,False,False,False,0.0014245014245014246,Nc1ncnc2c1nc(N)n2C1OC(CO)C(O)C1=CF,0.0875,False,binned_cosine_1Da,1100.7043590545654
CASMI2022,massformer,completed,95,95,243,[M+H]+,589.299949560662,40,CASMI_MOL_1196883,full_query_candidate_set,1877,1877,0,0,79.0,False,False,False,0.012658227848101266,CC1C(OC(=O)OC2(C(=O)O)C(C)CC3C4CC(F)=C5CC(=O)C=CC5(C)C4(F)C(O)CC32C)CC2CC23C1C3(C)C,0.14173228346456693,False,binned_cosine_1Da,573.6274402141571
CASMI2022,massformer,completed,96,96,244,[M+H]+,421.2579102945,40,CASMI_MOL_1196884,full_query_candidate_set,6683,6683,0,0,245.0,False,False,False,0.004081632653061225,CCC1CC2(CC(C)C=C3C=CC(C)C(CCC(O)CC(O)CC(=O)O)C32)OC1=O,0.1134020618556701,True,binned_cosine_1Da,410.26312232017517
CASMI2022,massformer,partial_prediction_failures,98,98,248,[M+H]+,453.238635252155,40,CASMI_MOL_1196886,full_query_candidate_set,9270,9269,1,1,158.0,False,False,False,0.006329113924050633,Cc1csc(-c2ccc(-c3c4cc(C(C)(C)C)ccc4cc4ccc(C(C)(C)C)cc34)[nH]2)n1,0.11538461538461539,False,binned_cosine_1Da,667.2291407585144
CASMI2022,massformer,completed,99,99,253,[M+H]+,455.1485326536,40,CASMI_MOL_1196887,full_query_candidate_set,6863,6863,0,0,1826.0,False,False,False,0.000547645125958379,Cc1ccc(C(C)C)c(OCC(=O)Nc2cccc(C(=O)Nc3ccc(F)c(Cl)c3)c2)c1,0.06976744186046512,False,binned_cosine_1Da,466.494065284729
