dataset,model,status,query_id,spectrum_id,casmi_id,adduct,precursor_mz,collision_energy_used,true_candidate_id,candidate_pool_policy,candidate_count,predicted_spectrum_count,failed_prediction_count,nan_score_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_candidate_smiles,top1_tanimoto,formula_accuracy,score_name,elapsed_seconds
CASMI2022,massformer,partial_prediction_failures,10,10,22,[M+H]+,454.07482453927,40,CASMI_MOL_1196797,full_query_candidate_set,2797,2790,7,7,1439.0,False,False,False,0.0006949270326615705,CC(=O)N1c2ccccc2N(C(C)=O)c2cc(NC(=O)c3ccc(Cl)cc3Cl)ccc21,0.09195402298850575,False,binned_cosine_1Da,1576.7011992931366
CASMI2022,massformer,completed,11,11,23,[M+H]+,489.226761835099,40,CASMI_MOL_1196798,full_query_candidate_set,6368,6368,0,0,1771.0,False,False,False,0.000564652738565782,Cc1ccc(C(=O)NCCC(=O)N(C)Cc2cc(C(=O)NCC(=O)N(C)C)c(F)cc2C)c(F)c1,0.09615384615384616,False,binned_cosine_1Da,618.4614050388336
CASMI2022,massformer,completed,12,12,26,[M+H]+,192.138122780028,40,CASMI_MOL_1196799,full_query_candidate_set,9462,9462,0,0,9091.0,False,False,False,0.00010999890001099989,CCC(N)(CC)C(=O)c1ccccc1,0.275,True,binned_cosine_1Da,599.5248551368713
CASMI2022,massformer,completed,15,15,34,[M+H]+,505.221679905913,40,CASMI_MOL_1196802,full_query_candidate_set,4775,4775,0,0,3737.0,False,False,False,0.0002675943270002676,C=CCN1C(=O)NC(c2cccc(F)c2)c2c1cn(C(C(=O)NCC1CCCO1)c1ccccc1)c2O,0.08527131782945736,False,binned_cosine_1Da,2937.107092142105
CASMI2022,massformer,completed,3,3,9,[M+H]+,336.173416402974,40,CASMI_MOL_1196790,full_query_candidate_set,8524,8524,0,0,949.0,False,False,False,0.001053740779768177,CCCCN(C)CCCOc1ccc(C2=NNC(=O)CS2)cc1,0.14102564102564102,True,binned_cosine_1Da,6866.845012426376
CASMI2022,massformer,completed,4,4,10,[M+H]+,472.208379934413,40,CASMI_MOL_1196791,full_query_candidate_set,7594,7594,0,0,2495.0,False,False,False,0.0004008016032064128,CCCc1c(OCCCCCCCN(N)C(=O)C=NO)ccc2c(C(F)(F)F)cc(=O)oc12,0.12727272727272726,False,binned_cosine_1Da,5626.068432092667
CASMI2022,massformer,completed,5,5,11,[M+H]+,657.311672306106,40,CASMI_MOL_1196792,full_query_candidate_set,1074,1074,0,0,609.0,False,False,False,0.0016420361247947454,C=C1CC23CCC4C(C)(C(=O)OC5OC(C(=O)O)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1O)C3,0.06779661016949153,False,binned_cosine_1Da,1128.1918103694916
CASMI2022,massformer,completed,6,6,15,[M+H]+,519.33115928565,40,CASMI_MOL_1196793,full_query_candidate_set,1524,1524,0,0,141.0,False,False,False,0.0070921985815602835,CC(C)COC1(OCC(C)C)OCC(=O)C2(CCC3C4CC=C5CC(=O)CCC5(C)C4C(O)CC32C)O1,0.16831683168316833,True,binned_cosine_1Da,1297.065779209137
CASMI2022,massformer,completed,7,7,16,[M+H]+,233.116974574285,40,CASMI_MOL_1196794,full_query_candidate_set,7016,7016,0,0,370.0,False,False,False,0.002702702702702703,CCc1ccc(C(=O)c2c(C)oc(C)c2C)o1,0.23529411764705882,True,binned_cosine_1Da,3076.519577741623
CASMI2022,massformer,partial_prediction_failures,9,9,21,[M+H]+,347.12743382156,40,CASMI_MOL_1196796,full_query_candidate_set,8632,8630,2,2,3582.0,False,False,False,0.00027917364600781687,O=C1CC(=O)OC(COc2cccc3ccccc23)(c2ccccc2)C1,0.1875,True,binned_cosine_1Da,2170.290645837784
