spectrum_id,candidate_formula,sirius_native_formula_score_raw,sirius_native_formula_rank,sirius_native_status,error_message,sirius_source_file,sirius_native_formula_score,sirius_command
0,,,,no_formula_candidates,,,,/home/zhome/opt/sirius-4.9.15-headless/bin/sirius -i /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/single_inputs/casmi_spec_0.mgf -o /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_0 --recompute --cores 4 formula -c 10 -E CHNOPSClBrIF --compound-timeout 45
1,C22H40N2O7,24.194528456927937,1.0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1/0_casmi_spec_1_CASMI_SPEC_1/formula_candidates.tsv,1.0,/home/zhome/opt/sirius-4.9.15-headless/bin/sirius -i /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/single_inputs/casmi_spec_1.mgf -o /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1 --recompute --cores 4 formula -c 10 -E CHNOPSClBrIF --compound-timeout 45
1,C18H36N8O5,23.18243467573339,2.0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1/0_casmi_spec_1_CASMI_SPEC_1/formula_candidates.tsv,0.8410492669450357,/home/zhome/opt/sirius-4.9.15-headless/bin/sirius -i /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/single_inputs/casmi_spec_1.mgf -o /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1 --recompute --cores 4 formula -c 10 -E CHNOPSClBrIF --compound-timeout 45
1,C19H42NO10,19.95977128472025,3.0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1/0_casmi_spec_1_CASMI_SPEC_1/formula_candidates.tsv,0.3349255085455454,/home/zhome/opt/sirius-4.9.15-headless/bin/sirius -i /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/single_inputs/casmi_spec_1.mgf -o /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1 --recompute --cores 4 formula -c 10 -E CHNOPSClBrIF --compound-timeout 45
1,C17H40N4O9,19.838142188256487,4.0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1/0_casmi_spec_1_CASMI_SPEC_1/formula_candidates.tsv,0.3158234901328743,/home/zhome/opt/sirius-4.9.15-headless/bin/sirius -i /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/single_inputs/casmi_spec_1.mgf -o /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1 --recompute --cores 4 formula -c 10 -E CHNOPSClBrIF --compound-timeout 45
1,C18H43N3O7P,18.9962556944308,5.0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1/0_casmi_spec_1_CASMI_SPEC_1/formula_candidates.tsv,0.18360404779550096,/home/zhome/opt/sirius-4.9.15-headless/bin/sirius -i /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/single_inputs/casmi_spec_1.mgf -o /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1 --recompute --cores 4 formula -c 10 -E CHNOPSClBrIF --compound-timeout 45
1,C19H41FN2O8,18.87649722293181,6.0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1/0_casmi_spec_1_CASMI_SPEC_1/formula_candidates.tsv,0.16479581362984963,/home/zhome/opt/sirius-4.9.15-headless/bin/sirius -i /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/single_inputs/casmi_spec_1.mgf -o /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1 --recompute --cores 4 formula -c 10 -E CHNOPSClBrIF --compound-timeout 45
1,C20H39F3N2O5,18.77500588040537,7.0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1/0_casmi_spec_1_CASMI_SPEC_1/formula_candidates.tsv,0.14885645742288842,/home/zhome/opt/sirius-4.9.15-headless/bin/sirius -i /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/single_inputs/casmi_spec_1.mgf -o /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1 --recompute --cores 4 formula -c 10 -E CHNOPSClBrIF --compound-timeout 45
1,C19H43ClN3O6,18.131385168085245,8.0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1/0_casmi_spec_1_CASMI_SPEC_1/formula_candidates.tsv,0.04777493125058498,/home/zhome/opt/sirius-4.9.15-headless/bin/sirius -i /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/single_inputs/casmi_spec_1.mgf -o /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1 --recompute --cores 4 formula -c 10 -E CHNOPSClBrIF --compound-timeout 45
1,C20H37FN6O4,18.0093526103815,9.0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1/0_casmi_spec_1_CASMI_SPEC_1/formula_candidates.tsv,0.028609548690197825,/home/zhome/opt/sirius-4.9.15-headless/bin/sirius -i /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/single_inputs/casmi_spec_1.mgf -o /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1 --recompute --cores 4 formula -c 10 -E CHNOPSClBrIF --compound-timeout 45
1,C17H42N5O6S,17.827185810923464,10.0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1/0_casmi_spec_1_CASMI_SPEC_1/formula_candidates.tsv,0.0,/home/zhome/opt/sirius-4.9.15-headless/bin/sirius -i /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/single_inputs/casmi_spec_1.mgf -o /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_1 --recompute --cores 4 formula -c 10 -E CHNOPSClBrIF --compound-timeout 45
2,C26H36O8,237.70724661917112,1.0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_2/0_casmi_spec_2_CASMI_SPEC_2/formula_candidates.tsv,1.0,/home/zhome/opt/sirius-4.9.15-headless/bin/sirius -i /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/single_inputs/casmi_spec_2.mgf -o /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_2 --recompute --cores 4 formula -c 10 -E CHNOPSClBrIF --compound-timeout 45
2,C18H28N12O4,232.70748328121945,2.0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_2/0_casmi_spec_2_CASMI_SPEC_2/formula_candidates.tsv,0.24353783075742103,/home/zhome/opt/sirius-4.9.15-headless/bin/sirius -i /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/single_inputs/casmi_spec_2.mgf -o /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_2 --recompute --cores 4 formula -c 10 -E CHNOPSClBrIF --compound-timeout 45
2,C22H32N6O6,232.7073649499223,3.0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_2/0_casmi_spec_2_CASMI_SPEC_2/formula_candidates.tsv,0.24351992728005864,/home/zhome/opt/sirius-4.9.15-headless/bin/sirius -i /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/single_inputs/casmi_spec_2.mgf -o /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_2 --recompute --cores 4 formula -c 10 -E CHNOPSClBrIF --compound-timeout 45
2,C23H28N10O2,232.70730601767045,4.0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_2/0_casmi_spec_2_CASMI_SPEC_2/formula_candidates.tsv,0.2435110108542087,/home/zhome/opt/sirius-4.9.15-headless/bin/sirius -i /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/single_inputs/casmi_spec_2.mgf -o /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_2 --recompute --cores 4 formula -c 10 -E CHNOPSClBrIF --compound-timeout 45
2,C27H32N4O4,232.7071876871912,5.0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_2/0_casmi_spec_2_CASMI_SPEC_2/formula_candidates.tsv,0.24349310750059727,/home/zhome/opt/sirius-4.9.15-headless/bin/sirius -i /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/single_inputs/casmi_spec_2.mgf -o /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_2 --recompute --cores 4 formula -c 10 -E CHNOPSClBrIF --compound-timeout 45
2,C26H32N6OS,231.09803729302564,6.0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_2/0_casmi_spec_2_CASMI_SPEC_2/formula_candidates.tsv,2.930421051354628e-05,/home/zhome/opt/sirius-4.9.15-headless/bin/sirius -i /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/single_inputs/casmi_spec_2.mgf -o /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_2 --recompute --cores 4 formula -c 10 -E CHNOPSClBrIF --compound-timeout 45
2,C27H38Cl2N2O,231.0980245778998,7.0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_2/0_casmi_spec_2_CASMI_SPEC_2/formula_candidates.tsv,2.738041711950228e-05,/home/zhome/opt/sirius-4.9.15-headless/bin/sirius -i /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/single_inputs/casmi_spec_2.mgf -o /home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_2 --recompute --cores 4 formula -c 10 -E CHNOPSClBrIF --compound-timeout 45
