dataset,model,status,query_id,spectrum_id,casmi_id,adduct,precursor_mz,collision_energy_used,true_candidate_id,candidate_pool_policy,candidate_count,predicted_spectrum_count,failed_prediction_count,nan_score_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_candidate_smiles,top1_tanimoto,formula_accuracy,score_name,elapsed_seconds
CASMI2022,massformer,completed,68,68,177,[M+H]+,114.127519082222,40,CASMI_MOL_1196860,full_query_candidate_set,1511,1511,0,0,582.0,False,False,False,0.001718213058419244,C=CC(N)C(C)(C)C,0.03571428571428571,True,binned_cosine_1Da,86.35925769805908
CASMI2022,massformer,completed,69,69,178,[M+H]+,282.169477178943,40,CASMI_MOL_1196861,full_query_candidate_set,9556,9556,0,0,340.0,False,False,False,0.0029411764705882353,O=C(CCCCC1CCCCC1)On1c(O)ccc1O,0.2,True,binned_cosine_1Da,548.6086905002594
CASMI2022,massformer,completed,70,70,183,[M+H]+,331.189924191026,40,CASMI_MOL_1196862,full_query_candidate_set,8926,8926,0,0,67.0,False,False,False,0.014925373134328358,C=CCc1cc(C(=O)O)c(C(=O)O)c(CCCCCC)c1CC=C,0.12,True,binned_cosine_1Da,427.8962047100067
CASMI2022,massformer,completed,71,71,184,[M+H]+,169.12214356171,40,CASMI_MOL_1196863,full_query_candidate_set,9485,9485,0,0,6262.0,False,False,False,0.00015969338869370808,CCCCC1CCC(=O)C(=O)C1,0.1794871794871795,True,binned_cosine_1Da,427.7288177013397
CASMI2022,massformer,completed,74,74,189,[M+H]+,144.138018811886,40,CASMI_MOL_1196866,full_query_candidate_set,7251,7251,0,0,525.0,False,False,False,0.0019047619047619048,CCCCCC(C)(C)N=O,0.11764705882352941,True,binned_cosine_1Da,339.6204762458801
CASMI2022,massformer,partial_prediction_failures,75,75,190,[M+H]+,287.048180621777,40,CASMI_MOL_1196867,full_query_candidate_set,4498,4494,4,4,160.0,False,False,False,0.00625,CCOP(=O)(OCC)C(N)C(=O)ON(S)C=O,0.08823529411764706,False,binned_cosine_1Da,876.2555558681488
CASMI2022,massformer,completed,76,76,193,[M+H]+,305.247069182952,40,CASMI_MOL_1196812,full_query_candidate_set,5745,5745,0,0,2896.0,False,False,False,0.0003453038674033149,CCCCCC=CCC=CCCCCCCCC#CC(=O)O,0.08955223880597014,True,binned_cosine_1Da,312.9840109348297
CASMI2022,massformer,partial_prediction_failures,77,77,194,[M+H]+,399.237181334685,40,CASMI_MOL_1196868,full_query_candidate_set,8719,8718,1,1,729.0,False,False,False,0.0013717421124828531,CCCCCC(=O)CCC1C(OC(C)=O)CC(OC(C)=O)C1CCC(=O)OC,0.08433734939759036,True,binned_cosine_1Da,497.5697093009949
CASMI2022,massformer,completed,78,78,201,[M+H]+,103.086471920208,40,CASMI_MOL_1196869,full_query_candidate_set,787,787,0,0,339.0,False,False,False,0.0029498525073746312,CN=C(C)NOC,0.13793103448275862,True,binned_cosine_1Da,40.42144703865051
CASMI2022,massformer,completed,79,79,208,[M+H]+,330.205834046795,40,CASMI_MOL_1196870,full_query_candidate_set,7821,7821,0,0,3658.0,False,False,False,0.0002733734281027884,CC(C)(C)OC(=O)C=CC1CCC(c2ccc(C(N)=O)cc2)CC1,0.09876543209876543,True,binned_cosine_1Da,404.1864960193634
