dataset,model,status,query_id,spectrum_id,casmi_id,adduct,precursor_mz,collision_energy_used,true_candidate_id,candidate_pool_policy,candidate_count,predicted_spectrum_count,failed_prediction_count,nan_score_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_candidate_smiles,top1_tanimoto,formula_accuracy,score_name,elapsed_seconds
CASMI2022,massformer,completed,132,132,311,[M+H]+,343.190181065075,40,CASMI_MOL_1196929,full_query_candidate_set,9018,9018,0,0,103.0,False,False,False,0.0097087378640776,O=C(O)CCCC#CC=C1C(=O)C=CC1CCC(=O)C1CCCCC1,0.125,True,binned_cosine_1Da,443.8873345851898
CASMI2022,massformer,completed,135,135,315,[M+H]+,352.237811279235,40,CASMI_MOL_1196933,full_query_candidate_set,6577,6577,0,0,2543.0,False,False,False,0.0003932363350373,Cc1nc(CC(C)C)sc1C(=O)NCCCCN1CCCC(C)C1,0.0843373493975903,False,binned_cosine_1Da,339.46144127845764
CASMI2022,massformer,completed,136,136,316,[M+H]+,273.205748250264,40,CASMI_MOL_1196934,full_query_candidate_set,9626,9626,0,0,268.0,False,False,False,0.003731343283582,CCCCC(C(=O)OC)C1(O)CCOC(CCC)C1,0.1875,True,binned_cosine_1Da,455.3346860408783
CASMI2022,massformer,partial_prediction_failures,137,137,317,[M+H]+,413.159051409611,40,CASMI_MOL_1196935,full_query_candidate_set,8774,8766,8,8,106.0,False,False,False,0.0094339622641509,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OCC=C(C)C)c(OC)c3o2)cc1,0.2325581395348837,True,binned_cosine_1Da,1374.523009777069
CASMI2022,massformer,completed,138,138,318,[M+H]+,387.179762289554,40,CASMI_MOL_1196936,full_query_candidate_set,8939,8939,0,0,5945.0,False,False,False,0.0001682085786375,[C-]#[N+]CC1=CCN(c2ccc(N3CC(CNC(C)=O)OC3=O)cc2F)CC1C,0.0957446808510638,False,binned_cosine_1Da,469.3550982475281
CASMI2022,massformer,partial_prediction_failures,139,139,319,[M+H]+,903.254552637546,40,CASMI_MOL_1196937,full_query_candidate_set,631,0,631,631,631.0,False,False,False,0.0015847860538827,C1=Cc2c(c3cc(-c4ccc5c6ccccc6n(-c6ccc7cc(-c8ccccc8)ccc7c6)c5c4)c4sc5ccccc5c4c3n2-c2nc(-c3ccccc3)c3sc4ccccc4c3n2)CC1,0.0699300699300699,False,binned_cosine_1Da,36.72240090370178
CASMI2022,massformer,completed,140,140,320,[M+H]+,275.163851548862,40,CASMI_MOL_1196939,full_query_candidate_set,9134,9134,0,0,202.0,False,False,False,0.0049504950495049506,CCCCCCC1C=CC(c2ccc(O)cc2)C(=O)O1,0.15625,True,binned_cosine_1Da,395.66046142578125
CASMI2022,massformer,completed,142,142,329,[M+H]+,371.148665955677,40,CASMI_MOL_1196942,full_query_candidate_set,9236,9236,0,0,677.0,False,False,False,0.0014771048744460858,C=CCOc1cc2c(cc1OC)C(C)C(c1cc(OC)c3c(c1)OCO3)O2,0.359375,True,binned_cosine_1Da,471.8644709587097
CASMI2022,massformer,partial_prediction_failures,143,143,330,[M+H]+,377.159048235277,40,CASMI_MOL_1196943,full_query_candidate_set,8691,8690,1,1,1114.0,False,False,False,0.0008976660682226212,NC(=O)C1=NN=NOOc2ccccc2C=CC=CC=CC=CC=CC=CC1,0.10714285714285714,False,binned_cosine_1Da,432.3367700576782
CASMI2022,massformer,completed,144,144,331,[M+H]+,281.138108031761,40,CASMI_MOL_1196944,full_query_candidate_set,9540,9540,0,0,365.0,False,False,False,0.0027397260273972603,COC(=O)C(OC(=O)C(OC)c1ccccc1)C(C)C,0.10144927536231885,True,binned_cosine_1Da,432.79029846191406
