dataset,model,status,query_id,spectrum_id,casmi_id,adduct,precursor_mz,collision_energy_used,true_candidate_id,candidate_pool_policy,candidate_count,predicted_spectrum_count,failed_prediction_count,nan_score_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_candidate_smiles,top1_tanimoto,formula_accuracy,score_name,elapsed_seconds
CASMI2022,massformer,completed,159,159,359,[M+H]+,235.169138407502,40,CASMI_MOL_1196914,full_query_candidate_set,9633,9633,0,0,118.0,False,False,False,0.00847457627118644,CCC1CCC(C)(c2cc(O)cc(O)c2)CC1,0.18867924528301888,True,binned_cosine_1Da,418.63909792900085
CASMI2022,massformer,completed,163,163,366,[M+H]+,778.412071426478,40,CASMI_MOL_1196962,full_query_candidate_set,361,361,0,0,228.0,False,False,False,0.0043859649122807015,CNC(C)C(=O)NC(C(=O)N1CCCC1)C(C)OCC#CC#CCOC(C)C(NC(=O)C(C)NC)C(=O)N1CCCC1Cn1ncnc1Sc1ccccc1,0.1484375,False,binned_cosine_1Da,50.66073989868164
CASMI2022,massformer,partial_prediction_failures,164,164,367,[M+H]+,319.174937465293,40,CASMI_MOL_1196963,full_query_candidate_set,9014,8996,18,18,464.0,False,False,False,0.0021551724137931034,CCCCN=C(NC)NCCOc1ccc(C(F)(F)F)cn1,0.07792207792207792,False,binned_cosine_1Da,805.575514793396
CASMI2022,massformer,partial_prediction_failures,165,165,368,[M+H]+,903.254435229549,40,CASMI_MOL_1196937,full_query_candidate_set,631,0,631,631,631.0,False,False,False,0.001584786053882726,C1=Cc2c(c3cc(-c4ccc5c6ccccc6n(-c6ccc7cc(-c8ccccc8)ccc7c6)c5c4)c4sc5ccccc5c4c3n2-c2nc(-c3ccccc3)c3sc4ccccc4c3n2)CC1,0.06993006993006994,False,binned_cosine_1Da,4423.25700712204
CASMI2022,massformer,completed,166,166,369,[M+H]+,197.117068765905,40,CASMI_MOL_1196964,full_query_candidate_set,6879,6879,0,0,2116.0,False,False,False,0.0004725897920604915,C=CC(C)C(O)Cc1ccc(CO)o1,0.11320754716981132,True,binned_cosine_1Da,288.7587537765503
CASMI2022,massformer,completed,169,169,377,[M+H]+,586.21728515625,40,CASMI_MOL_1196967,full_query_candidate_set,4670,4670,0,0,3299.0,False,False,False,0.0003031221582297666,CCON=C(C(C)=NOCc1ccccc1C(=NOC)C(=O)OC)c1ccc(OCc2cccc(C(F)(F)F)c2)cc1,0.13114754098360656,False,binned_cosine_1Da,288.232234954834
CASMI2022,massformer,completed,170,170,381,[M+H]+,317.210941458283,40,CASMI_MOL_1196898,full_query_candidate_set,8301,8301,0,0,578.0,False,False,False,0.0017301038062283738,O=C(OCOCC12CC3CC(CC(C3)C1)C2)C1CC2C=CC1C2,0.07792207792207792,True,binned_cosine_1Da,395.1274034976959
CASMI2022,massformer,completed,171,171,382,[M+H]+,647.232372764582,40,CASMI_MOL_1196968,full_query_candidate_set,1728,1728,0,0,1130.0,False,False,False,0.0008849557522123894,Cc1cc(N2C(=O)N(CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)C(C)(C)C2=O)ccc1NS(N)(=O)=O,0.088,False,binned_cosine_1Da,143.63528156280518
CASMI2022,massformer,completed,172,172,383,[M+H]+,337.273350277786,40,CASMI_MOL_1196879,full_query_candidate_set,1959,1959,0,0,611.0,False,False,False,0.0016366612111292963,C=C(CC=CCCCCCCCC(=O)OC)CC1(O)CCCCC1,0.1,True,binned_cosine_1Da,95.22286295890808
CASMI2022,massformer,partial_prediction_failures,173,173,384,[M+H]+,417.138772181597,40,CASMI_MOL_1196969,full_query_candidate_set,8918,8917,1,1,31.0,False,False,False,0.03225806451612903,Oc1cc(C(O)NCC#CCOc2cccc(C(F)(F)F)c2)cn1-c1ccccc1,0.0784313725490196,False,binned_cosine_1Da,496.08013367652893
