dataset,model,status,query_id,spectrum_id,casmi_id,adduct,precursor_mz,collision_energy_used,true_candidate_id,candidate_pool_policy,candidate_count,predicted_spectrum_count,failed_prediction_count,nan_score_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_candidate_smiles,top1_tanimoto,formula_accuracy,score_name,elapsed_seconds
CASMI2022,massformer,completed,201,201,443,[M+H]+,259.096368166086,40,CASMI_MOL_1196993,full_query_candidate_set,7033,7033,0,0,306.0,False,False,False,0.0032679738562091504,COC(C)(C)c1cc2c(ccc3ccc(=O)oc32)o1,0.11290322580645161,True,binned_cosine_1Da,303.3024504184723
CASMI2022,massformer,partial_prediction_failures,205,205,451,[M+H]+,297.12325418177,40,CASMI_MOL_1196996,full_query_candidate_set,9363,9361,2,2,2400.0,False,False,False,0.0004166666666666667,O=C(c1cc2ccccc2o1)N(CCO)Cc1cccnc1,0.1388888888888889,True,binned_cosine_1Da,436.616441488266
CASMI2022,massformer,completed,206,206,453,[M+H]+,273.112060546875,40,CASMI_MOL_1196927,full_query_candidate_set,9113,9113,0,0,890.0,False,False,False,0.0011235955056179776,COC(=O)c1ccccc1-c1ccc(OC)cc1OC,0.20754716981132076,True,binned_cosine_1Da,393.21820855140686
CASMI2022,massformer,partial_prediction_failures,207,207,454,[M+H]+,227.091207796557,40,CASMI_MOL_1196997,full_query_candidate_set,5971,5955,16,16,1223.0,False,False,False,0.0008176614881439084,COCC(O)C#CC12OC1C(O)C=CC2O,0.07936507936507936,True,binned_cosine_1Da,648.097195148468
CASMI2022,massformer,completed,208,208,455,[M+H]+,235.169023595214,40,CASMI_MOL_1196916,full_query_candidate_set,9633,9633,0,0,3676.0,False,False,False,0.0002720348204570185,C=C(C(=O)OCC)C1C2CC3CC(C2)CC1C3,0.12727272727272726,True,binned_cosine_1Da,417.2694752216339
CASMI2022,massformer,completed,209,209,456,[M+H]+,275.127561614585,40,CASMI_MOL_1196904,full_query_candidate_set,9092,9092,0,0,6090.0,False,False,False,0.00016420361247947455,C#CC1OC12C(O)CCC2OCc1ccc(OC)cc1,0.20634920634920634,True,binned_cosine_1Da,394.7422194480896
CASMI2022,massformer,completed,210,210,457,[M+H]+,194.081074419737,40,CASMI_MOL_1196998,full_query_candidate_set,6490,6490,0,0,859.0,False,False,False,0.0011641443538998836,O=C(O)C=NOCC1=CCC=CC=C1,0.14285714285714285,True,binned_cosine_1Da,281.4676296710968
CASMI2022,massformer,completed,211,211,463,[M+H]+,265.190887245176,40,CASMI_MOL_1196999,full_query_candidate_set,9668,9668,0,0,510.0,False,False,False,0.00196078431372549,CCOC1(C(O)c2cnccc2N)CCCC(C)C1,0.06578947368421052,True,binned_cosine_1Da,423.637943983078
CASMI2022,massformer,completed,212,212,465,[M+H]+,222.148667506899,40,CASMI_MOL_1197000,full_query_candidate_set,9580,9580,0,0,180.0,False,False,False,0.005555555555555556,O=C(O)C1CC2CCC1N2C1C=CCCC1,0.0847457627118644,True,binned_cosine_1Da,414.96229243278503
CASMI2022,massformer,completed,213,213,466,[M+H]+,403.211022742836,40,CASMI_MOL_1197001,full_query_candidate_set,9069,9069,0,0,2862.0,False,False,False,0.00034940600978336826,CN=C(C(=O)NCC(C)O)C(N)c1cccc(-c2cnc(OC)nc2OC)c1N,0.08433734939759036,False,binned_cosine_1Da,454.24868655204773
