dataset,model,status,query_id,spectrum_id,casmi_id,adduct,precursor_mz,collision_energy_used,true_candidate_id,candidate_pool_policy,candidate_count,predicted_spectrum_count,failed_prediction_count,nan_score_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_candidate_smiles,top1_tanimoto,formula_accuracy,score_name,elapsed_seconds
CASMI2022,massformer,completed,80,80,209,[M+H]+,303.122479714061,40,CASMI_MOL_1196871,full_query_candidate_set,7809,7809,0,0,629.0,False,False,False,0.001589825119236884,CC(=O)NCCN(CCCCCl)c1c[nH]c(=O)[nH]c1=O,0.10256410256410256,False,binned_cosine_1Da,433.92363572120667
CASMI2022,massformer,completed,82,82,213,[M+H]+,140.106780463631,40,CASMI_MOL_1196873,full_query_candidate_set,5788,5788,0,0,1559.0,False,False,False,0.0006414368184733803,CCC=CC(C=O)C=NC,0.025,True,binned_cosine_1Da,272.7328646183014
CASMI2022,massformer,completed,83,83,219,[M+H]+,229.143216539695,40,CASMI_MOL_1196874,full_query_candidate_set,9564,9564,0,0,235.0,False,False,False,0.00425531914893617,C=CCOCC(CO)(OCC=C)OCC=C,0.0625,True,binned_cosine_1Da,442.7419500350952
CASMI2022,massformer,completed,84,84,220,[M+H]+,319.226464781691,40,CASMI_MOL_1196852,full_query_candidate_set,7090,7090,0,0,2481.0,False,False,False,0.00040306328093510683,COc1c(C(C)C)cc2c(c1O)C1(C)CCCC(C)C1C(O)C2,0.1375,True,binned_cosine_1Da,339.18912625312805
CASMI2022,massformer,completed,87,87,226,[M+H]+,148.075452106098,40,CASMI_MOL_1196876,full_query_candidate_set,2560,2560,0,0,55.0,False,False,False,0.01818181818181818,COc1cccc(C)c1C#N,0.17073170731707318,True,binned_cosine_1Da,123.2352647781372
CASMI2022,massformer,partial_prediction_failures,88,88,227,[M+H]+,489.123474121094,40,CASMI_MOL_1196877,full_query_candidate_set,6054,6043,11,11,763.0,False,False,False,0.001310615989515072,C=CC(=O)OCC1CSC(CC2CCC(CC3SCC(COC(=O)C=C)S3)CC2)S1,0.022988505747126436,False,binned_cosine_1Da,341.30763125419617
CASMI2022,massformer,completed,89,89,228,[M+H]+,251.163883088621,40,CASMI_MOL_1196805,full_query_candidate_set,9564,9564,0,0,2826.0,False,False,False,0.00035385704175513094,CC(=CCC1(O)C(C)=CC(=O)CC1(C)C)CC=O,0.16666666666666666,True,binned_cosine_1Da,527.1323504447937
CASMI2022,massformer,completed,90,90,229,[M+H]+,337.273519236211,40,CASMI_MOL_1196878,full_query_candidate_set,1959,1959,0,0,1140.0,False,False,False,0.0008771929824561404,CCCCC(C)(CC=CC1CCC(=O)C1)C(CCC)CCC(=O)O,0.14457831325301204,True,binned_cosine_1Da,120.17650961875916
CASMI2022,massformer,partial_prediction_failures,93,93,237,[M+H]+,278.117219218254,40,CASMI_MOL_1196881,full_query_candidate_set,9460,9456,4,4,5722.0,False,False,False,0.00017476406850751484,N=C(N)NNC(=O)c1cnn(-c2ccc(F)cc2)c1N,0.14516129032258066,False,binned_cosine_1Da,526.1122798919678
CASMI2022,massformer,completed,94,94,238,[M+H]+,531.4400905022,40,CASMI_MOL_1196882,full_query_candidate_set,347,347,0,0,2.0,False,True,True,0.5,CCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCCC,1.0,True,binned_cosine_1Da,54.471575021743774
