dataset,model,status,query_id,spectrum_id,casmi_id,adduct,precursor_mz,collision_energy_used,true_candidate_id,candidate_pool_policy,candidate_count,predicted_spectrum_count,failed_prediction_count,nan_score_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_candidate_smiles,top1_tanimoto,formula_accuracy,score_name,elapsed_seconds
CASMI2022,massformer,completed,120,120,293,[M+H]+,235.16901312256,40,CASMI_MOL_1196913,full_query_candidate_set,9633,9633,0,0,2366.0,False,False,False,0.00042265426880811494,CC(C)C1CC2(C)C(=CC1=O)CCC(=O)C2C,0.11290322580645161,True,binned_cosine_1Da,453.29135608673096
CASMI2022,massformer,completed,121,121,294,[M+H]+,311.148594834163,40,CASMI_MOL_1196918,full_query_candidate_set,9371,9371,0,0,279.0,False,False,False,0.0035842293906810036,O=C(CCCOC(=O)C(=O)O)OC12CC3CC(CC(C3)C1)C2,0.0958904109589041,True,binned_cosine_1Da,476.3595314025879
CASMI2022,massformer,completed,122,122,295,[M+H]+,516.258822820097,40,CASMI_MOL_1196919,full_query_candidate_set,3108,3108,0,0,661.0,False,False,False,0.0015128593040847202,COc1ccc(N2CCN(c3nccc(Nc4cc(-c5cc(F)cc(F)c5)ccc4C)n3)CC2(C)C)cc1,0.07563025210084033,False,binned_cosine_1Da,225.1540093421936
CASMI2022,massformer,completed,123,123,296,[M+H]+,287.05477511929,40,CASMI_MOL_1196920,full_query_candidate_set,2103,2103,0,0,48.0,False,False,False,0.020833333333333332,COC1OC(OC=O)=CC2=C1C(=O)c1ccccc1C2=O,0.15151515151515152,True,binned_cosine_1Da,131.10948657989502
CASMI2022,massformer,partial_prediction_failures,126,126,303,[M+H]+,293.164467938574,40,CASMI_MOL_1196923,full_query_candidate_set,9036,9035,1,1,735.0,False,False,False,0.0013605442176870747,CCNC1CN(C2=c3ccccc3=COc3ccccc32)C1,0.1111111111111111,True,binned_cosine_1Da,422.75807881355286
CASMI2022,massformer,completed,127,127,306,[M+H]+,485.325432421438,40,CASMI_MOL_1196924,full_query_candidate_set,1657,1657,0,0,131.0,False,False,False,0.007633587786259542,CCCCCC(CCCCC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12)C(=O)O,0.17475728155339806,True,binned_cosine_1Da,102.8073422908783
CASMI2022,massformer,partial_prediction_failures,128,128,307,[M+H]+,266.102037994695,40,CASMI_MOL_1196925,full_query_candidate_set,9700,9699,1,1,1093.0,False,False,False,0.0009149130832570906,CC(C)(C)C(=O)OC(=O)Cc1ccc([N+](=O)[O-])cc1,0.125,True,binned_cosine_1Da,446.27384757995605
CASMI2022,massformer,completed,129,129,308,[M+H]+,317.210865326987,40,CASMI_MOL_1196897,full_query_candidate_set,8301,8301,0,0,1045.0,False,False,False,0.0009569377990430622,C=C1CC(C(=O)O)CC2CC=C(C3CCCCCC3)CC2C1=O,0.1506849315068493,True,binned_cosine_1Da,425.1940393447876
CASMI2022,massformer,completed,130,130,309,[M+H]+,273.111899404508,40,CASMI_MOL_1196926,full_query_candidate_set,9113,9113,0,0,8113.0,False,False,False,0.0001232589670898558,COc1ncc(Cl)c(N2CCN(CCO)CC2)n1,0.1,False,binned_cosine_1Da,418.30996894836426
CASMI2022,massformer,completed,131,131,310,[M+H]+,226.143449486821,40,CASMI_MOL_1196928,full_query_candidate_set,9650,9650,0,0,1052.0,False,False,False,0.0009505703422053232,CCCC1(O)C=CC(CC(N)C(=O)O)=CC1,0.12727272727272726,True,binned_cosine_1Da,433.0471439361572
