dataset,model,status,query_id,spectrum_id,casmi_id,adduct,precursor_mz,collision_energy_used,true_candidate_id,candidate_pool_policy,candidate_count,predicted_spectrum_count,failed_prediction_count,nan_score_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_candidate_smiles,top1_tanimoto,formula_accuracy,score_name,elapsed_seconds
CASMI2022,massformer,completed,43,43,113,[M+H]+,333.205381675245,40,CASMI_MOL_1196833,full_query_candidate_set,8937,8937,0,0,2190.0,False,False,False,0.00045662100456621003,C=C1C(=O)C23CCC4C(C(=O)OC)CC(O)CC4(C)C2CCC1C3,0.07142857142857142,True,binned_cosine_1Da,7835.388708114624
CASMI2022,massformer,partial_prediction_failures,46,46,117,[M+H]+,145.075823480782,40,CASMI_MOL_1196837,full_query_candidate_set,960,956,4,4,575.0,False,False,False,0.0017391304347826088,N#CC1NC1c1ccccc1,0.0975609756097561,True,binned_cosine_1Da,743.8451941013336
CASMI2022,massformer,completed,48,48,122,[M+H]+,429.226698960775,40,CASMI_MOL_1196839,full_query_candidate_set,9066,9066,0,0,123.0,False,False,False,0.008130081300813009,C=CC(=O)OC12CC3CC(C1)CC(C(=O)OC14CC5CC(C1)CC(C(=O)O)(C5)C4)(C3)C2,0.1411764705882353,True,binned_cosine_1Da,1565.994796037674
CASMI2022,massformer,completed,50,50,130,[M+H]+,173.047241210938,40,CASMI_MOL_1196841,full_query_candidate_set,1506,1506,0,0,1378.0,False,False,False,0.000725689404934688,CNc1cc(OC)cc(Cl)n1,0.10256410256410256,False,binned_cosine_1Da,160.29048705101013
CASMI2022,massformer,completed,51,51,134,[M+H]+,739.243161879911,40,CASMI_MOL_1196842,full_query_candidate_set,558,558,0,0,97.0,False,False,False,0.010309278350515464,CC(C)(C)c1ccc(N2C(=O)c3ccc(C#Cc4ccc(C#Cc5ccc6c(c5)C(=O)N(c5ccc(C(C)(C)C)cc5)C6=O)c5nsnc45)cc3C2=O)cc1,0.09615384615384616,False,binned_cosine_1Da,79.19040751457214
CASMI2022,massformer,completed,53,53,141,[M+H]+,98.096313476563,40,CASMI_MOL_1196844,full_query_candidate_set,1206,1206,0,0,1000.0,False,False,False,0.001,CNC1CC=CC1,0.041666666666666664,True,binned_cosine_1Da,90.98060941696167
CASMI2022,massformer,partial_prediction_failures,54,54,142,[M+H]+,212.081565615679,40,CASMI_MOL_1196845,full_query_candidate_set,6814,6812,2,2,1111.0,False,False,False,0.0009000900090009,N#Cc1ccc(Cc2nc(=O)cc[nH]2)cc1,0.11864406779661017,True,binned_cosine_1Da,704.5778203010559
CASMI2022,massformer,completed,55,55,147,[M+H]+,349.200553291463,40,CASMI_MOL_1196846,full_query_candidate_set,9288,9288,0,0,294.0,False,False,False,0.003401360544217687,C=CCC12COCC(C)(CC(c3c(OC)cc(OC)cc3OC)C1)O2,0.14634146341463414,True,binned_cosine_1Da,2860.940587043762
CASMI2022,massformer,completed,56,56,148,[M+H]+,267.158989552775,40,CASMI_MOL_1196828,full_query_candidate_set,9532,9532,0,0,935.0,False,False,False,0.0010695187165775401,C=CC(=O)OCC(=O)OCC1CC(CC)CC=C1C,0.1267605633802817,True,binned_cosine_1Da,5829.910411834717
CASMI2022,massformer,completed,58,58,152,[M+H]+,127.075180638479,40,CASMI_MOL_1196849,full_query_candidate_set,2999,2999,0,0,235.0,False,False,False,0.00425531914893617,CCCc1coc(O)c1,0.06060606060606061,True,binned_cosine_1Da,1142.438863992691
